final_id,project_type,if_returning_customer,if_visited_marketing_domain_flag,number_of_submited_forms,avg_pages_hallwaycorridor_per_session,avg_pages_extension_per_session,number_of_form_submit_visits,avg_pages_loftconversion_per_session,avg_pages_reroofing_per_session,number_of_ipad_sessions,number_of_unique_page_views,avg_pages_newbuild_per_session,number_of_clicked_banners,avg_pages_renovation_per_session,avg_pages_replacement_per_session,number_of_mobile_sessions,avg_pages_flatroof_per_session,avg_page_visit_per_session,avg_pages_upgrading_per_session,avg_pages_allprojects_per_session,number_of_stationary_sessions,avg_time_per_session_sec
6476f3246725f10608e055a9,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,0.6931471805599453,3.4011973816621555
63650c992c5f402f721fe37d,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,1.0986122886681098,0.6931471805599453,3.713572066704308
648dfb1b2e96f488ea3dd2ac,windows,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9162907318741551,0,0.0,1.0986122886681098,3.1135153092103742
6495904e8f58f19d1e75bc6d,renovation,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.3862943611198906,0,1.0986122886681098,0.6931471805599453,5.365976015021851
63627bb7d3a4b1e4a09925f2,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,1.0986122886681098,0.6931471805599453,0.0
6485f3488f14ab182ace62e6,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.3862943611198906,0,0.0,0.0,4.564348191467836
649d359d30681f05a3d8015c,construction,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2.772588722239781,0,1.791759469228055,0.6931471805599453,7.157735484249907
635fa54b7413845309328e60,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,1.0986122886681098,0.6931471805599453,2.995732273553991
63461cbb11c7c3d5214c39ed,renovation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1.0986122886681098,0,0.6931471805599453,0.0,2.833213344056216
64830ee40148e72e22cd7e94,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,0,0.6931471805599453,0.0,4.356708826689592
634d037b5edb3116c9a22ec1,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,0.6931471805599453,3.295836866004329
647f00dd173f0451a73ee63f,windows,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.9459101490553132,0,0.6931471805599453,0.6931471805599453,5.4638318050256105
637b9bb748291f659e4f29b8,renovation,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,1.6094379124341003,0.6931471805599453,5.564520407322694
643436b30b65761a051a2b35,renovation,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,1.6094379124341003,0.6931471805599453,6.525029657843462
64881f62bba25fcb201dafda,windows,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1.9459101490553132,0,0.6931471805599453,0.6931471805599453,4.9344739331306915
635a422598338c9e21191812,renovation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.3862943611198906,0,1.0986122886681098,0.6931471805599453,5.4116460518550396
6357e88945294be8695a757d,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,1.0986122886681098,0.6931471805599453,4.394449154672439
649bdefabe7fb493fb2f143a,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,0.6931471805599453,3.713572066704308
64732117a0e8d824ea13477e,windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9162907318741551,0,0.4054651081081644,1.0986122886681098,4.310799125385514
6478a74de5595f03047c35dc,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,0.6931471805599453,0.6931471805599453,7.114769448366463
637a01af9a75276261ac4eb6,windows,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1.3862943611198906,0,1.0986122886681098,0.0,3.9318256327243257
648dbe9da2b19a058c01f224,construction,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.3862943611198906,0.0,4.04305126783455
636c098eb79fbe827173c7cc,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.6094379124341003,1,0.6931471805599453,0.6931471805599453,5.834810737062605
646a4beca5f5794b91870819,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.0986122886681098,0.6931471805599453,2.833213344056216
635bbaef00d39dd1775bc696,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,0.0,0.6931471805599453,4.812184355372417
647dfdadd02c95833e11a945,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.3862943611198906,0.0,3.6635616461296463
648db89e9238c37773e7053e,windows,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.9459101490553132,1,1.0986122886681098,0.6931471805599453,4.795790545596741
638f044fb592b7ee4a854db9,windows,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8329091229351039,0,0.6931471805599453,0.0,3.2308043957334744
6412242674b984d48ea4217a,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,1.791759469228055,0.6931471805599453,6.726233402358747
64687dd8ad8b471860cca47b,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.0986122886681098,0.0,5.991464547107982
63712a1074668737d9619d4e,renovation,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6094379124341003,0,1.6094379124341003,1.0986122886681098,4.07753744390572
6485a3b959ea680dd6e58a3e,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,0,1.3862943611198906,0.0,6.75343791859778
6487015d8c354e2233cbcc60,windows,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.0986122886681098,1,0.6931471805599453,1.3862943611198906,3.487375077903208
648124673e5e4485e55d3638,windows,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.9459101490553132,1,1.791759469228055,0.6931471805599453,5.017279836814924
645b9a881b991a9eadbea341,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,0.6931471805599453,0.6931471805599453,3.091042453358316
6357e5c44e1770aa460adad7,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,0.6931471805599453,0.6931471805599453,0.0
63531e57fd839c3da0d287cf,windows,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0986122886681098,0,0.0,0.0,4.51085950651685
648c9e0a086551420f7c32c6,windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.7047480922384253,0,0.0,0.0,4.952299717083292
649bd2c7be7fb493fb2f128a,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.0986122886681098,0.0,5.375278407684165
63568fdde347a8153a8dbfac,renovation,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09531017980432493,0,0.09531017980432493,3.9889840465642745,4.914858338702487
6452655d03b87785d6709b49,windows,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.9162907318741551,1,0.6931471805599453,1.0986122886681098,2.6390573296152584
6499e140501366b3e36bfe96,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,0.6931471805599453,4.406719247264253
6454d0ac10764247a9003424,construction,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,1.9459101490553132,0.6931471805599453,5.384495062789089
6365160c6ce8ede8cb46427b,renovation,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9162907318741551,0,0.4054651081081644,1.0986122886681098,3.8501476017100584
63c7d477a9c9ad79cb7b9733,construction,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,1,1.0986122886681098,0.6931471805599453,6.1779441140506
648db478ec60f0b3ab851b05,renovation,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.9162907318741551,0,0.9162907318741551,0.0,4.579852378003801
63700e2b7535f5a61c275248,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0986122886681098,0,1.0986122886681098,0.0,0.0
63642907fca578a4f1e6e0e1,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.0986122886681098,0.6931471805599453,3.1354942159291497
64805dbf617682639f3bd648,windows,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.9459101490553132,1,1.0986122886681098,0.6931471805599453,5.356586274672012
648d714db42f0c1b1efff054,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.0986122886681098,0.0,4.955827057601261
6478e1b448f6ff8cb0cc838e,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.3862943611198906,0.0,3.4657359027997265
636b5fd47c35e2653bf4376b,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,0.6931471805599453,0.6931471805599453,3.6109179126442243
6468ffbdf72bf386e64639bd,renovation,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.1400661634962708,0,1.252762968495368,0.0,6.783891291759751
636816070c8d5b126e967316,windows,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,0.6931471805599453,0.6931471805599453,6.297109319933935
6374be62b704f904d6afbd1c,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,1,0.0,0.6931471805599453,2.3978952727983707
635fd55846d4ada289084856,windows,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471805599453,0,0.5306282510621704,1.3862943611198906,5.424950017481403
636c9a7419fc4d140ae70263,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0986122886681098,0,1.0986122886681098,0.0,0.0
648e07db5c7beb826eb39da9,windows,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.3862943611198906,0,1.0986122886681098,0.6931471805599453,6.26530121273771
647b67d5e3fb7822bdcd770f,windows,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1.9459101490553132,0,0.0,0.6931471805599453,7.860956364876389
634d858258436fcb9c8e2520,renovation,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0986122886681098,0,0.6931471805599453,0.6931471805599453,2.302585092994046
64a01b6f05379d6f6cb753a0,renovation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,0.0,0.0,2.70805020110221
6377bef6b183731f7de5989a,renovation,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,1,0.6931471805599453,1.3862943611198906,4.684905154006945
63d6a92108e61caa3491ae7c,windows,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0986122886681098,0,0.0,0.0,4.543294782270004
649aa47130681f05a3d7ce28,renovation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.3862943611198906,0,1.0986122886681098,0.6931471805599453,3.7612001156935624
647f2c7932b189a8a1651d6e,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.3862943611198906,0.0,3.828641396489095
639cab9d1f9791b93fffb77d,windows,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,0.0,0.6931471805599453,2.833213344056216
63d63e581ba28638399f3b04,windows,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.3862943611198906,0,0.0,0.6931471805599453,6.182084906716632
6482b28e59ea680dd6e54495,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.0986122886681098,0.0,4.2626798770413155
6464e72f7909a911877e1b59,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,0.6931471805599453,3.258096538021482
644ab98bf20654004327e1b2,renovation,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.9162907318741551,0,0.4054651081081644,1.0986122886681098,4.980176086611547
64876dae5b35177213f75472,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,1,0.6931471805599453,0.0,4.248495242049359
636e5bb4d949f557df4c7c8c,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,1.3862943611198906,0.6931471805599453,4.5217885770490405
6499d2f555a761d10b46249c,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.0986122886681098,0.6931471805599453,4.897839799950911
649166c9386f8ecd73be5e53,renovation,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,0.0,0.0,3.5553480614894135
646250cae585bee5a49d4d96,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.3862943611198906,1,0.6931471805599453,0.6931471805599453,5.147494476813453
64834503cfbe87a6d44dcd45,windows,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,0.9162907318741551,0.0,5.442417710521793
647d07813805a417dd02e179,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,0,1.0986122886681098,0.0,4.663439094112067
6491d1314fb4a5b97520e266,windows,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,0.0,0.6931471805599453,5.187385805840755
636f9efe65ae0d99156fad14,windows,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,1.0986122886681098,0.0,5.159055299214529
6484be2259ea680dd6e57917,windows,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.3862943611198906,1,0.0,0.0,3.367295829986474
63ca99ad5267511e22ce8d81,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,0.6931471805599453,4.394449154672439
63e0caaacf0c519dfc197999,renovation,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,1.0986122886681098,4.219507705176107
6475abdd6725f10608e03df9,renovation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,0.6931471805599453,3.912023005428146
6470ca7bdc55b6704577d7f1,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.0986122886681098,0.6931471805599453,5.594711379601839
6452affef87437d7edbaf985,renovation,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,0,0.6931471805599453,0.0,5.8377304471659395
644c17dbf20654004327fe41,renovation,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1400661634962708,0,0.9162907318741551,1.0986122886681098,6.551080335043404
644d491ef57947466b64f4eb,windows,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.9459101490553132,0,1.6094379124341003,0.6931471805599453,6.580639137284949
6398e880daf2850e21533768,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,1.9459101490553132,0.6931471805599453,6.39024066706535
646ccb2be3539bf61b8fca67,windows,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.9459101490553132,0,1.0986122886681098,0.6931471805599453,5.19295685089021
63563e0b843f311228aff223,windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.3862943611198906,0,0.0,0.6931471805599453,8.308938252595778
647b0a554b26095046461696,renovation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.3862943611198906,1,0.6931471805599453,0.6931471805599453,3.5263605246161616
6499eac14b781d53f80e1eae,windows,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3862943611198906,0,0.0,0.0,2.833213344056216
6362a6974424b208d6825584,construction,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,1.0986122886681098,0.6931471805599453,5.5254529391317835
644382bc47304d938771643a,windows,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1.9459101490553132,0,1.6094379124341003,0.0,5.247024072160486
645a1767e28c2f3256d409c0,windows,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1.3862943611198906,0,0.6931471805599453,1.0986122886681098,6.490723534502507
64876f439fc3d7fdf937ba30,windows,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.9162907318741551,0,0.4054651081081644,0.0,4.736198448394496
636f6c24ee4ecea10bb76cd4,renovation,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943611198906,0,1.3862943611198906,1.0986122886681098,6.726233402358747
6361aec39a168c88ab5f72da,windows,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.9459101490553132,0,1.3862943611198906,0.6931471805599453,5.1647859739235145
63b3142de423ba03072b131d,renovation,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5306282510621704,0,0.5306282510621704,1.3862943611198906,0.8329091229351039
637107bd429278772170f0b4,renovation,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098,0,0.6931471805599453,0.6931471805599453,4.8283137373023015
6486ffa9c1fbb2c2f5870b5c,renovation,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1.3862943611198906,0,0.6931471805599453,1.0986122886681098,4.993828175779875
645c1898af1d30a488cfb676,windows,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1.9459101490553132,0,1.0986122886681098,0.0,5.634789603169249
